Problem,Package,File,Priority,Line,Description,Rule set,Rule
1,org.apache.dubbo.rpc.cluster.filter,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\filter\FilterChainBuilder.java,3,17,A value of 28 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.dubbo.rpc.cluster.loadbalance,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\loadbalance\LeastActiveLoadBalance.java,3,41,"The method 'doSelect(List<Invoker<T>>, URL, Invocation)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.loadbalance,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\loadbalance\RandomLoadBalance.java,3,56,"The method 'doSelect(List<Invoker<T>>, URL, Invocation)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.loadbalance,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\loadbalance\ShortestResponseLoadBalance.java,3,105,"The method 'doSelect(List<Invoker<T>>, URL, Invocation)' has a cyclomatic complexity of 14.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.merger,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\merger\ArrayMerger.java,3,29,The method 'merge(Object[][])' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\RouterSnapshotNode.java,3,115,The method 'toString(int)' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.affinity,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\affinity\AffinityStateRouter.java,3,115,"The method 'doRoute(BitList<Invoker<T>>, URL, Invocation, boolean, Holder<RouterSnapshotNode<T>>, Holder<String>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.condition,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\ConditionStateRouter.java,3,72,"Possible God Class (WMC=59, ATFD=14, TCC=14.286%)",Design,GodClass
2,org.apache.dubbo.rpc.cluster.router.condition,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\ConditionStateRouter.java,3,106,The method 'init(String)' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
3,org.apache.dubbo.rpc.cluster.router.condition,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\ConditionStateRouter.java,3,127,The method 'parseRule(String)' has a cyclomatic complexity of 17.,Design,CyclomaticComplexity
4,org.apache.dubbo.rpc.cluster.router.condition,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\ConditionStateRouter.java,3,205,"The method 'doRoute(BitList<Invoker<T>>, URL, Invocation, boolean, Holder<RouterSnapshotNode<T>>, Holder<String>)' has a cyclomatic complexity of 15.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.condition,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\MultiDestConditionRouter.java,3,17,A value of 21 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.dubbo.rpc.cluster.router.condition,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\MultiDestConditionRouter.java,3,52,"Possible God Class (WMC=67, ATFD=20, TCC=15.833%)",Design,GodClass
3,org.apache.dubbo.rpc.cluster.router.condition,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\MultiDestConditionRouter.java,3,72,"The method 'init(Map<String, String>, List<Map<String, String>>)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
4,org.apache.dubbo.rpc.cluster.router.condition,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\MultiDestConditionRouter.java,3,101,The method 'parseRule(String)' has a cyclomatic complexity of 17.,Design,CyclomaticComplexity
5,org.apache.dubbo.rpc.cluster.router.condition,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\MultiDestConditionRouter.java,3,184,"The method 'doRoute(BitList<Invoker<T>>, URL, Invocation, boolean, Holder<RouterSnapshotNode<T>>, Holder<String>)' has a cyclomatic complexity of 20.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.condition.config,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\config\ListenableStateRouter.java,3,102,"The method 'doRoute(BitList<Invoker<T>>, URL, Invocation, boolean, Holder<RouterSnapshotNode<T>>, Holder<String>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.condition.matcher,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\matcher\AbstractConditionMatcher.java,3,69,"The method 'isMatch(Map<String, String>, URL, Invocation, boolean)' has a cyclomatic complexity of 16.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.condition.matcher.pattern.range,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\condition\matcher\pattern\range\RangeValuePattern.java,3,42,"The method 'match(String, String, URL, Invocation, boolean)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.mesh.route,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mesh\route\MeshRuleCache.java,3,90,"The method 'build(String, BitList<Invoker<T>>, Map<String, VsDestinationGroup>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.mesh.route,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mesh\route\MeshRuleRouter.java,3,17,A value of 30 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.dubbo.rpc.cluster.router.mesh.route,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mesh\route\MeshRuleRouter.java,3,60,"Possible God Class (WMC=64, ATFD=37, TCC=19.048%)",Design,GodClass
3,org.apache.dubbo.rpc.cluster.router.mesh.route,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mesh\route\MeshRuleRouter.java,3,60,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.apache.dubbo.rpc.cluster.router.mesh.route,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mesh\route\MeshRuleRouter.java,3,83,"The method 'doRoute(BitList<Invoker<T>>, URL, Invocation, boolean, Holder<RouterSnapshotNode<T>>, Holder<String>)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.mesh.rule.virtualservice.match,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mesh\rule\virtualservice\match\AddressMatch.java,3,61,The method 'isMatch(String)' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.mesh.rule.virtualservice.match,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mesh\rule\virtualservice\match\DubboMethodMatch.java,3,82,The method 'isMatch(Invocation)' has a cyclomatic complexity of 23.,Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.mesh.rule.virtualservice.match,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mesh\rule\virtualservice\match\StringMatch.java,3,77,The method 'isMatch(String)' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.mesh.util,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mesh\util\MeshRuleDispatcher.java,3,43,"The method 'post(Map<String, List<Map<String, Object>>>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.mock,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mock\MockInvokersSelector.java,3,52,"The method 'doRoute(BitList<Invoker<T>>, URL, Invocation, boolean, Holder<RouterSnapshotNode<T>>, Holder<String>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.state,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\state\AbstractStateRouter.java,3,94,"The method 'route(BitList<Invoker<T>>, URL, Invocation, boolean, Holder<RouterSnapshotNode<T>>)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.router.state,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\state\BitList.java,3,55,The class 'BitList' has a total cyclomatic complexity of 81 (highest 8).,Design,CyclomaticComplexity
2,org.apache.dubbo.rpc.cluster.router.state,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\state\BitList.java,3,55,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.dubbo.rpc.cluster.router.tag,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\tag\TagStateRouter.java,3,53,"Possible God Class (WMC=62, ATFD=30, TCC=17.500%)",Design,GodClass
2,org.apache.dubbo.rpc.cluster.router.tag,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\tag\TagStateRouter.java,3,94,"The method 'doRoute(BitList<Invoker<T>>, URL, Invocation, boolean, Holder<RouterSnapshotNode<T>>, Holder<String>)' has a cyclomatic complexity of 23.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.support,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\AbstractClusterInvoker.java,3,62,"Possible God Class (WMC=80, ATFD=45, TCC=2.333%)",Design,GodClass
2,org.apache.dubbo.rpc.cluster.support,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\AbstractClusterInvoker.java,3,62,The class 'AbstractClusterInvoker' has a total cyclomatic complexity of 80 (highest 19).,Design,CyclomaticComplexity
3,org.apache.dubbo.rpc.cluster.support,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\AbstractClusterInvoker.java,3,62,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.apache.dubbo.rpc.cluster.support,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\AbstractClusterInvoker.java,3,155,"The method 'select(LoadBalance, Invocation, List<Invoker<T>>, List<Invoker<T>>)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
5,org.apache.dubbo.rpc.cluster.support,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\AbstractClusterInvoker.java,3,254,"The method 'reselect(LoadBalance, Invocation, List<Invoker<T>>, List<Invoker<T>>, boolean)' has a cyclomatic complexity of 19.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.support,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\BroadcastClusterInvoker.java,3,54,"The method 'doInvoke(Invocation, List<Invoker<T>>, LoadBalance)' has a cyclomatic complexity of 17.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.support,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\FailoverClusterInvoker.java,3,59,"The method 'doInvoke(Invocation, List<Invoker<T>>, LoadBalance)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.support,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\ForkingClusterInvoker.java,3,72,"The method 'doInvoke(Invocation, List<Invoker<T>>, LoadBalance)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.support,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\MergeableClusterInvoker.java,3,62,"The method 'doInvoke(Invocation, List<Invoker<T>>, LoadBalance)' has a cyclomatic complexity of 33.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.support.merger,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\merger\DefaultProviderURLMergeProcessor.java,3,49,"The method 'mergeUrl(URL, Map<String, String>)' has a cyclomatic complexity of 17.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.support.registry,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\registry\ZoneAwareClusterInvoker.java,3,67,"The method 'doInvoke(Invocation, List<Invoker<T>>, LoadBalance)' has a cyclomatic complexity of 18.",Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.support.wrapper,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\wrapper\AbstractCluster.java,3,17,A value of 30 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.dubbo.rpc.cluster.support.wrapper,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\wrapper\MockClusterInvoker.java,3,99,The method 'invoke(Invocation)' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
1,org.apache.dubbo.rpc.cluster.support.wrapper,dataset\projects\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\wrapper\ScopeClusterInvoker.java,3,60,"Possible God Class (WMC=57, ATFD=51, TCC=26.316%)",Design,GodClass
1,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\Parameters.java,3,41,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\ProtocolServiceKey.java,3,86,"The method 'isMatch(ProtocolServiceKey, ProtocolServiceKey)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\ServiceKey.java,3,72,"The method 'isMatch(ServiceKey, ServiceKey)' has a cyclomatic complexity of 24.",Design,CyclomaticComplexity
1,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URL.java,3,17,A value of 23 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URL.java,3,114,"Possible God Class (WMC=475, ATFD=66, TCC=1.613%)",Design,GodClass
3,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URL.java,3,114,The class 'URL' has a total cyclomatic complexity of 475 (highest 11).,Design,CyclomaticComplexity
4,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URL.java,3,114,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URL.java,3,277,"The method 'valueOf(URL, String[], String[])' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
6,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URL.java,3,1202,"The method 'buildParameters(StringBuilder, boolean, String[])' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
7,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URL.java,3,1228,"The method 'buildString(boolean, boolean, boolean, boolean, String[])' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URLBuilder.java,3,32,"Possible God Class (WMC=101, ATFD=14, TCC=6.951%)",Design,GodClass
2,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URLBuilder.java,3,32,The class 'URLBuilder' has a total cyclomatic complexity of 101 (highest 9).,Design,CyclomaticComplexity
3,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URLBuilder.java,3,32,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URLStrParser.java,3,31,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
2,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URLStrParser.java,3,102,"The method 'parseURLBody(String, String, Map<String, String>)' has a cyclomatic complexity of 15.",Design,CyclomaticComplexity
3,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\URLStrParser.java,3,224,"The method 'parseEncodedParams(String, int)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\Version.java,3,40,"Possible God Class (WMC=62, ATFD=21, TCC=7.190%)",Design,GodClass
2,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\Version.java,3,40,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
3,org.apache.dubbo.common,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\Version.java,3,215,"The method 'getVersion(Class<?>, String)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.apache.dubbo.common.beans.factory,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beans\factory\ScopeBeanFactory.java,3,17,A value of 34 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.dubbo.common.beans.factory,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beans\factory\ScopeBeanFactory.java,3,52,"Possible God Class (WMC=84, ATFD=37, TCC=7.692%)",Design,GodClass
3,org.apache.dubbo.common.beans.factory,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beans\factory\ScopeBeanFactory.java,3,52,The class 'ScopeBeanFactory' has a total cyclomatic complexity of 84 (highest 12).,Design,CyclomaticComplexity
4,org.apache.dubbo.common.beans.factory,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beans\factory\ScopeBeanFactory.java,3,52,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.dubbo.common.beans.factory,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beans\factory\ScopeBeanFactory.java,3,214,The method 'initializeBeanDefinitions(Class<?>)' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
6,org.apache.dubbo.common.beans.factory,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beans\factory\ScopeBeanFactory.java,3,314,"The method 'getBeanInternal(String, Class<T>)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.apache.dubbo.common.beans.support,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beans\support\InstantiationStrategy.java,3,47,The method 'instantiate(Class<T>)' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
1,org.apache.dubbo.common.beanutil,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beanutil\JavaBeanDescriptor.java,3,24,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.dubbo.common.beanutil,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beanutil\JavaBeanSerializeUtil.java,3,35,"Possible God Class (WMC=118, ATFD=99, TCC=0.833%)",Design,GodClass
2,org.apache.dubbo.common.beanutil,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beanutil\JavaBeanSerializeUtil.java,3,35,The class 'JavaBeanSerializeUtil' has a total cyclomatic complexity of 118 (highest 24).,Design,CyclomaticComplexity
3,org.apache.dubbo.common.beanutil,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beanutil\JavaBeanSerializeUtil.java,3,35,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.apache.dubbo.common.beanutil,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beanutil\JavaBeanSerializeUtil.java,3,123,"The method 'serializeInternal(JavaBeanDescriptor, Object, JavaBeanAccessor, IdentityHashMap<Object, JavaBeanDescriptor>)' has a cyclomatic complexity of 24.",Design,CyclomaticComplexity
5,org.apache.dubbo.common.beanutil,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beanutil\JavaBeanSerializeUtil.java,3,218,"The method 'deserializeInternal(Object, JavaBeanDescriptor, ClassLoader, IdentityHashMap<JavaBeanDescriptor, Object>)' has a cyclomatic complexity of 24.",Design,CyclomaticComplexity
6,org.apache.dubbo.common.beanutil,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beanutil\JavaBeanSerializeUtil.java,3,354,The method 'getConstructorArg(Class<?>)' has a cyclomatic complexity of 17.,Design,CyclomaticComplexity
7,org.apache.dubbo.common.beanutil,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\beanutil\JavaBeanSerializeUtil.java,3,389,"The method 'instantiateForDeserialize(JavaBeanDescriptor, ClassLoader, IdentityHashMap<JavaBeanDescriptor, Object>)' has a cyclomatic complexity of 14.",Design,CyclomaticComplexity
1,org.apache.dubbo.common.bytecode,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\bytecode\ClassGenerator.java,3,46,"Possible God Class (WMC=90, ATFD=23, TCC=5.161%)",Design,GodClass
2,org.apache.dubbo.common.bytecode,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\bytecode\ClassGenerator.java,3,46,The class 'ClassGenerator' has a total cyclomatic complexity of 90 (highest 25).,Design,CyclomaticComplexity
3,org.apache.dubbo.common.bytecode,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\bytecode\ClassGenerator.java,3,46,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.apache.dubbo.common.bytecode,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\bytecode\ClassGenerator.java,3,302,"The method 'toClass(Class<?>, ClassLoader, ProtectionDomain)' has a cyclomatic complexity of 25.",Design,CyclomaticComplexity
1,org.apache.dubbo.common.bytecode,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\bytecode\Mixin.java,3,80,"The method 'mixin(Class<?>[], Class<?>[], ClassLoader)' has a cyclomatic complexity of 25.",Design,CyclomaticComplexity
1,org.apache.dubbo.common.bytecode,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\bytecode\Proxy.java,3,118,"The method 'buildProxyClass(ClassLoader, Class<?>[], ProtectionDomain)' has a cyclomatic complexity of 15.",Design,CyclomaticComplexity
2,org.apache.dubbo.common.bytecode,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\bytecode\Proxy.java,3,201,"The method 'asArgument(Class<?>, String)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.apache.dubbo.common.bytecode,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\bytecode\Wrapper.java,3,44,"Possible God Class (WMC=65, ATFD=62, TCC=0.000%)",Design,GodClass
2,org.apache.dubbo.common.bytecode,dataset\projects\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\bytecode\Wrapper.java,3,128,The method 'makeWrapper(Class<?>)' has a cyclomatic complexity of 29.,Design,CyclomaticComplexity
