Problem,Package,File,Priority,Line,Description,Rule set,Rule
3,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java,3,78,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java,3,146,Avoid long parameter lists.,Design,ExcessiveParameterList
5,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java,3,183,Avoid long parameter lists.,Design,ExcessiveParameterList
6,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java,3,225,Avoid long parameter lists.,Design,ExcessiveParameterList
7,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java,3,267,Avoid long parameter lists.,Design,ExcessiveParameterList
8,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java,3,308,Avoid long parameter lists.,Design,ExcessiveParameterList
9,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java,3,565,"The method 'doSend(ClientRequest, boolean, long)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
10,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java,3,773,The method 'leastLoadedNode(long)' has a cyclomatic complexity of 17.,Design,CyclomaticComplexity
11,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java,3,1008,"The method 'handleCompletedReceives(List<ClientResponse>, long)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
12,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClient.java,3,1213,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClientUtils.java,3,59,"The method 'awaitReady(KafkaClient, Node, Time, long)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
2,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NetworkClientUtils.java,3,103,"The method 'sendAndReceive(KafkaClient, ClientRequest, Time)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
1,org.apache.kafka.clients,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\NodeApiVersions.java,3,42,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\Admin.java,3,125,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\ConsumerGroupDescription.java,3,37,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\ForwardingAdmin.java,3,18,A value of 159 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\ForwardingAdmin.java,3,49,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,18,A value of 548 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,320,"Possible God Class (WMC=264, ATFD=299, TCC=20.796%)",Design,GodClass
3,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,320,The class 'KafkaAdminClient' has a total cyclomatic complexity of 264 (highest 10).,Design,CyclomaticComplexity
4,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,320,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,670,The method 'close(Duration)' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
6,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,905,"The method 'fail(long, Throwable)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
7,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,1098,"Possible God Class (WMC=79, ATFD=30, TCC=17.895%)",Design,GodClass
8,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,1098,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
9,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,1259,The method 'sendEligibleCalls(long)' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
10,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,1363,"The method 'handleResponses(long, List<ClientResponse>)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
11,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,2259,The method 'handleResponse(AbstractResponse)' has a cyclomatic complexity of 14.,Design,CyclomaticComplexity
12,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\KafkaAdminClient.java,3,4747,The method 'handleResponse(AbstractResponse)' has a cyclomatic complexity of 13.,Design,CyclomaticComplexity
1,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\ListTransactionsOptions.java,3,29,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\MemberDescription.java,3,28,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\StreamsGroupDescription.java,3,35,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
2,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\StreamsGroupDescription.java,3,75,Avoid long parameter lists.,Design,ExcessiveParameterList
1,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\StreamsGroupMemberDescription.java,3,31,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
2,org.apache.kafka.clients.admin,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\StreamsGroupMemberDescription.java,3,50,Avoid long parameter lists.,Design,ExcessiveParameterList
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\AbortTransactionHandler.java,3,17,A value of 22 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\AdminApiDriver.java,3,17,A value of 40 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\AdminApiDriver.java,3,85,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\AdminMetadataManager.java,3,44,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\AlterConsumerGroupOffsetsHandler.java,3,154,"The method 'handleError(CoordinatorKey, TopicPartition, Errors, Map<TopicPartition, Errors>, Set<CoordinatorKey>, Set<CoordinatorKey>)' has a cyclomatic complexity of 14.",Design,CyclomaticComplexity
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\AlterShareGroupOffsetsHandler.java,3,136,"The method 'handleError(CoordinatorKey, TopicPartition, Errors, String, Map<TopicPartition, ApiException>, Set<CoordinatorKey>, Set<CoordinatorKey>)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\DeleteRecordsHandler.java,3,17,A value of 25 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\DeleteShareGroupOffsetsHandler.java,3,138,"The method 'handleGroupError(CoordinatorKey, Errors, String, Map<CoordinatorKey, Throwable>, Set<CoordinatorKey>)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\DescribeClassicGroupsHandler.java,3,17,A value of 23 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\DescribeConsumerGroupsHandler.java,3,17,A value of 33 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\DescribeConsumerGroupsHandler.java,3,61,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
3,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\DescribeConsumerGroupsHandler.java,3,324,"The method 'handleError(CoordinatorKey, Errors, String, Map<CoordinatorKey, Throwable>, Set<CoordinatorKey>, boolean)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\DescribeProducersHandler.java,3,17,A value of 26 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\DescribeShareGroupsHandler.java,3,17,A value of 23 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\DescribeStreamsGroupsHandler.java,3,17,A value of 53 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\DescribeStreamsGroupsHandler.java,3,51,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\DescribeTransactionsHandler.java,3,17,A value of 22 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\ListOffsetsHandler.java,3,17,A value of 26 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\ListOffsetsHandler.java,3,119,"The method 'handleResponse(Node, Set<TopicPartition>, AbstractResponse)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\ListShareGroupOffsetsHandler.java,3,17,A value of 30 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.kafka.clients.admin.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\admin\internals\PartitionLeaderStrategy.java,3,17,A value of 21 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\Consumer.java,3,39,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\ConsumerPartitionAssignor.java,3,416,"The method 'getAssignorInstances(List<String>, Map<String, Object>)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\ConsumerRecord.java,3,55,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
2,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\ConsumerRecord.java,3,107,Avoid long parameter lists.,Design,ExcessiveParameterList
3,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\ConsumerRecord.java,3,138,Avoid long parameter lists.,Design,ExcessiveParameterList
1,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java,3,17,A value of 39 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaConsumer.java,3,539,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaShareConsumer.java,3,17,A value of 26 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\KafkaShareConsumer.java,3,393,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java,3,17,A value of 41 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java,3,60,"Possible God Class (WMC=159, ATFD=15, TCC=11.141%)",Design,GodClass
3,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java,3,60,The class 'MockConsumer' has a total cyclomatic complexity of 159 (highest 19).,Design,CyclomaticComplexity
4,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java,3,60,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java,3,277,The method 'poll(Duration)' has a cyclomatic complexity of 19.,Design,CyclomaticComplexity
6,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\MockConsumer.java,3,714,The method 'resetOffsetPosition(TopicPartition)' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
1,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\MockShareConsumer.java,3,47,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\RangeAssignor.java,3,17,A value of 21 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\RebalanceConsumer.java,3,82,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.consumer,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\ShareConsumer.java,3,39,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractCoordinator.java,3,17,A value of 47 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractCoordinator.java,3,123,"Possible God Class (WMC=128, ATFD=83, TCC=16.503%)",Design,GodClass
3,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractCoordinator.java,3,123,The class 'AbstractCoordinator' has a total cyclomatic complexity of 128 (highest 17).,Design,CyclomaticComplexity
4,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractCoordinator.java,3,123,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractCoordinator.java,3,286,"The method 'ensureCoordinatorReady(Timer, boolean)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
6,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractCoordinator.java,3,465,The method 'joinGroupIfNeeded(Timer)' has a cyclomatic complexity of 17.,Design,CyclomaticComplexity
7,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractCoordinator.java,3,646,"The method 'handle(JoinGroupResponse, RequestFuture<ByteBuffer>)' has a cyclomatic complexity of 22.",Design,CyclomaticComplexity
8,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractCoordinator.java,3,826,"The method 'handle(SyncGroupResponse, RequestFuture<ByteBuffer>)' has a cyclomatic complexity of 14.",Design,CyclomaticComplexity
9,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractCoordinator.java,3,1248,"The method 'handle(HeartbeatResponse, RequestFuture<Void>)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
10,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractCoordinator.java,3,1493,The method 'run()' has a cyclomatic complexity of 16.,Design,CyclomaticComplexity
1,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractFetch.java,3,17,A value of 44 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractFetch.java,3,64,"Possible God Class (WMC=54, ATFD=15, TCC=30.736%)",Design,GodClass
3,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractFetch.java,3,64,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractFetch.java,3,151,"The method 'handleFetchSuccess(Node, FetchRequestData, ClientResponse)' has a cyclomatic complexity of 16.",Design,CyclomaticComplexity
1,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractHeartbeatRequestManager.java,3,63,"Possible God Class (WMC=55, ATFD=12, TCC=18.182%)",Design,GodClass
2,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractHeartbeatRequestManager.java,3,63,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
3,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractHeartbeatRequestManager.java,3,356,"The method 'onErrorResponse(R, long)' has a cyclomatic complexity of 15.",Design,CyclomaticComplexity
1,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractMembershipManager.java,3,17,A value of 33 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractMembershipManager.java,3,62,"Possible God Class (WMC=143, ATFD=26, TCC=16.056%)",Design,GodClass
3,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractMembershipManager.java,3,62,The class 'AbstractMembershipManager' has a total cyclomatic complexity of 143 (highest 10).,Design,CyclomaticComplexity
4,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractMembershipManager.java,3,62,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
5,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractMembershipManager.java,3,875,The method 'maybeReconcile(boolean)' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
1,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractPartitionAssignor.java,3,17,A value of 21 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractStickyAssignor.java,3,17,A value of 42 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractStickyAssignor.java,3,132,"The method 'allSubscriptionsEqual(Set<String>, Map<String, Subscription>, Map<String, List<TopicPartition>>, Set<TopicPartition>)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
3,org.apache.kafka.clients.consumer.internals,dataset\projects\kafka\clients\src\main\java\org\apache\kafka\clients\consumer\internals\AbstractStickyAssignor.java,3,666,The method 'assignOwnedPartitions()' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
