Problem,Package,File,Priority,Line,Description,Rule set,Rule
3,org.elasticsearch.benchmark.compute.operator,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\compute\operator\EvalBenchmark.java,3,107,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.elasticsearch.benchmark.compute.operator,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\compute\operator\EvalBenchmark.java,3,1500,The method 'page(Operation)' has a cyclomatic complexity of 67.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.compute.operator,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\compute\operator\GzipInflateBenchmark.java,3,264,The method 'parseGzipHeader(byte[])' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.compute.operator,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\compute\operator\MultivalueDedupeBenchmark.java,3,65,The method 'setup()' has a cyclomatic complexity of 32.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.compute.operator,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\compute\operator\ParallelParsingBenchmark.java,3,245,The method 'readBatch()' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.compute.operator,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\compute\operator\ValuesAggregatorBenchmark.java,3,10,A value of 26 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.benchmark.compute.operator,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\compute\operator\ValuesAggregatorBenchmark.java,3,67,"Possible God Class (WMC=71, ATFD=9, TCC=6.618%)",Design,GodClass
3,org.elasticsearch.benchmark.compute.operator,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\compute\operator\ValuesAggregatorBenchmark.java,3,67,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.elasticsearch.benchmark.compute.operator,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\compute\operator\ValuesAggregatorBenchmark.java,3,152,"The method 'checkGrouped(String, int, String, Page)' has a cyclomatic complexity of 18.",Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.esql,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\esql\CsvBoundaryScanBenchmark.java,3,185,The method 'findNextRecordBoundary(InputStream)' has a cyclomatic complexity of 16.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.esql,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\esql\JsonExtractBenchmark.java,3,88,The method 'setup()' has a cyclomatic complexity of 25.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.esql,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\esql\ViewResolutionBenchmarkBase.java,3,10,A value of 31 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.elasticsearch.benchmark.esql,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\esql\WildcardLikeBenchmark.java,3,208,"The method 'synthesizeValue(Random, int, String, String, boolean)' has a cyclomatic complexity of 13.",Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.esql.datasources.pushdown,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\esql\datasources\pushdown\WildcardLikeMatcherBenchmark.java,3,195,The method 'patternForShape(String)' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.exponentialhistogram,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\exponentialhistogram\ExponentialHistogramMergeBench.java,3,65,The method 'setUp()' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.index.codec.tsdb,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\index\codec\tsdb\DecodePipelineStageBenchmark.java,3,206,"The method 'supplierFor(String, int)' has a cyclomatic complexity of 14.",Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.index.codec.tsdb,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\index\codec\tsdb\EncodePipelineStageBenchmark.java,3,197,"The method 'supplierFor(String, int)' has a cyclomatic complexity of 14.",Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.index.codec.tsdb,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\index\codec\tsdb\TSDBDocValuesMergeBenchmark.java,3,202,"The method 'createIndex(Directory, IndexWriterConfig, boolean, int, int, int)' has a cyclomatic complexity of 14.",Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.index.mapper,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\index\mapper\DynamicMapperBenchmark.java,3,70,The method 'generateRandomDocument()' has a cyclomatic complexity of 16.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.inference,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\inference\OpenAiEmbeddingsParseBenchmark.java,3,88,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
2,org.elasticsearch.benchmark.inference,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\inference\OpenAiEmbeddingsParseBenchmark.java,3,243,The method 'selfTest()' has a cyclomatic complexity of 13.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.script,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\script\ScriptScoreBenchmark.java,3,10,A value of 24 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.elasticsearch.benchmark.search.aggregations,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\search\aggregations\AggConstructionContentionBenchmark.java,3,10,A value of 40 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.benchmark.search.aggregations,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\search\aggregations\AggConstructionContentionBenchmark.java,3,154,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.benchmark.search.aggregations,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\search\aggregations\TermsReduceBenchmark.java,3,9,A value of 22 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.elasticsearch.benchmark.search.aggregations.bucket.terms,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\search\aggregations\bucket\terms\LongKeyedBucketOrdsBenchmark.java,3,40,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.benchmark.search.msearch,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\search\msearch\MsearchEstimationBenchmark.java,3,139,The method 'setup()' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.search.query.range,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\search\query\range\PointRangeQueryCostEstimatorBenchmark.java,3,74,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.benchmark.security,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\security\AutomatonBuildBenchmark.java,3,122,The method 'generateActions()' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.stateless,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\stateless\AbstractStatelessQueryBenchmark.java,3,73,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.benchmark.swisshash,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\swisshash\BytesRefSwissHashBenchmark.java,3,123,"The method 'generate(String, int)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.swisshash,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\swisshash\LongSwissHashBenchmark.java,3,175,"The method 'generate(String, int)' has a cyclomatic complexity of 10.",Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\BenchmarkUtils.java,3,46,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerBFloat16BulkBenchmark.java,3,137,"The method 'createScorers(IndexInput, VectorData)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerBFloat16BulkOperationBenchmark.java,3,62,Too many fields,Design,TooManyFields
1,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerBFloat16OperationBenchmark.java,3,85,The method 'init()' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerDistanceFunctionBenchmark.java,3,54,"Possible God Class (WMC=51, ATFD=6, TCC=8.333%)",Design,GodClass
2,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerDistanceFunctionBenchmark.java,3,145,The method 'findBenchmarkImpl()' has a cyclomatic complexity of 37.,Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerFloat32BulkBenchmark.java,3,130,"The method 'createScorers(IndexInput, VectorData)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerFloat32BulkOperationBenchmark.java,3,61,Too many fields,Design,TooManyFields
1,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerInt4BulkOperationBenchmark.java,3,62,Too many fields,Design,TooManyFields
1,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerInt8BulkBenchmark.java,3,170,"The method 'createScorers(IndexInput, VectorData)' has a cyclomatic complexity of 12.",Design,CyclomaticComplexity
1,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerInt8BulkOperationBenchmark.java,3,62,Too many fields,Design,TooManyFields
1,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerOSQBenchmark.java,3,89,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
2,org.elasticsearch.benchmark.vector.scorer,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\vector\scorer\VectorScorerOSQBenchmark.java,3,89,Too many fields,Design,TooManyFields
1,org.elasticsearch.benchmark.xcontent,dataset\projects\elasticsearch\benchmarks\src\main\java\org\elasticsearch\benchmark\xcontent\FilterContentBenchmark.java,3,81,The method 'buildFilters()' has a cyclomatic complexity of 10.,Design,CyclomaticComplexity
1,org.elasticsearch.gradle.internal.checkstyle,dataset\projects\elasticsearch\build-conventions\src\main\java\org\elasticsearch\gradle\internal\checkstyle\HiddenFieldCheck.java,3,44,"Possible God Class (WMC=102, ATFD=62, TCC=6.452%)",Design,GodClass
2,org.elasticsearch.gradle.internal.checkstyle,dataset\projects\elasticsearch\build-conventions\src\main\java\org\elasticsearch\gradle\internal\checkstyle\HiddenFieldCheck.java,3,44,The class 'HiddenFieldCheck' has a total cyclomatic complexity of 102 (highest 11).,Design,CyclomaticComplexity
3,org.elasticsearch.gradle.internal.checkstyle,dataset\projects\elasticsearch\build-conventions\src\main\java\org\elasticsearch\gradle\internal\checkstyle\HiddenFieldCheck.java,3,44,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
4,org.elasticsearch.gradle.internal.checkstyle,dataset\projects\elasticsearch\build-conventions\src\main\java\org\elasticsearch\gradle\internal\checkstyle\HiddenFieldCheck.java,3,228,The method 'processVariable(DetailAST)' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
1,org.elasticsearch.gradle.internal.checkstyle,dataset\projects\elasticsearch\build-conventions\src\main\java\org\elasticsearch\gradle\internal\checkstyle\StringFormattingCheck.java,3,59,The method 'checkFormattedMethod(DetailAST)' has a cyclomatic complexity of 12.,Design,CyclomaticComplexity
1,org.elasticsearch.gradle.internal.checkstyle,dataset\projects\elasticsearch\build-conventions\src\main\java\org\elasticsearch\gradle\internal\checkstyle\SwitchBetweenCheck.java,3,59,The method 'checkSwitchBetween(DetailAST)' has a cyclomatic complexity of 21.,Design,CyclomaticComplexity
1,org.elasticsearch.gradle.internal.conventions,dataset\projects\elasticsearch\build-conventions\src\main\java\org\elasticsearch\gradle\internal\conventions\VersionPropertiesLoader.java,3,32,"The method 'loadBuildSrcVersion(Properties, ProviderFactory)' has a cyclomatic complexity of 11.",Design,CyclomaticComplexity
1,org.elasticsearch.gradle.internal.conventions.info,dataset\projects\elasticsearch\build-conventions\src\main\java\org\elasticsearch\gradle\internal\conventions\info\GitInfo.java,3,50,The method 'gitInfo(File)' has a cyclomatic complexity of 13.,Design,CyclomaticComplexity
1,org.elasticsearch.gradle.internal.conventions.info,dataset\projects\elasticsearch\build-conventions\src\main\java\org\elasticsearch\gradle\internal\conventions\info\ParallelDetector.java,3,38,The method 'findDefaultParallel(Project)' has a cyclomatic complexity of 14.,Design,CyclomaticComplexity
1,org.elasticsearch.gradle.internal.conventions.precommit,dataset\projects\elasticsearch\build-conventions\src\main\java\org\elasticsearch\gradle\internal\conventions\precommit\LicenseHeadersTask.java,3,10,A value of 26 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
1,org.elasticsearch.gradle.internal,dataset\projects\elasticsearch\build-tools-internal\src\main\java\org\elasticsearch\gradle\internal\BwcVersions.java,3,65,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
1,org.elasticsearch.gradle.internal,dataset\projects\elasticsearch\build-tools-internal\src\main\java\org\elasticsearch\gradle\internal\ElasticsearchBuildCompletePlugin.java,3,194,The method 'execute(Parameters)' has a cyclomatic complexity of 11.,Design,CyclomaticComplexity
1,org.elasticsearch.gradle.internal,dataset\projects\elasticsearch\build-tools-internal\src\main\java\org\elasticsearch\gradle\internal\InternalDistributionBwcSetupPlugin.java,3,10,A value of 32 may denote a high amount of coupling within the class (threshold: 20),Design,CouplingBetweenObjects
2,org.elasticsearch.gradle.internal,dataset\projects\elasticsearch\build-tools-internal\src\main\java\org\elasticsearch\gradle\internal\InternalDistributionBwcSetupPlugin.java,3,71,"This class has too many methods, consider refactoring it.",Design,TooManyMethods
3,org.elasticsearch.gradle.internal,dataset\projects\elasticsearch\build-tools-internal\src\main\java\org\elasticsearch\gradle\internal\InternalDistributionBwcSetupPlugin.java,3,453,Avoid long parameter lists.,Design,ExcessiveParameterList
4,org.elasticsearch.gradle.internal,dataset\projects\elasticsearch\build-tools-internal\src\main\java\org\elasticsearch\gradle\internal\InternalDistributionBwcSetupPlugin.java,3,544,Avoid long parameter lists.,Design,ExcessiveParameterList
